95505,adj,95506
95505,adj,95508
95506,adj,95502
95506,adj,95505
95506,adj,95507
95506,adj,95508
95507,adj,95502
95507,adj,95506
95507,adj,95933
95507,adj,95934
95508,adj,95505
95508,adj,95506
95508,adj,95935
95508,adj,95936
95570,adj,95571
95570,adj,95598
95570,adj,95599
95571,adj,95570
95571,adj,95934
95571,adj,95935
95598,adj,95503
95598,adj,95570
95598,adj,95599
95598,adj,95933
95599,adj,95570
95599,adj,95598
95599,adj,116221
95915,adj,99905
95915,adj,99910
95933,adj,95503
95933,adj,95507
95933,adj,95598
95933,adj,95934
95934,adj,95507
95934,adj,95571
95934,adj,95933
95934,adj,95935
95935,adj,95508
95935,adj,95571
95935,adj,95934
95935,adj,95936
95936,adj,95508
95936,adj,95935
95968,adj,90217
95968,adj,94161
95968,adj,95969
95969,adj,90217
95969,adj,95968
95969,adj,116098
95970,adj,94160
95970,adj,98671
95975,adj,97349
95975,adj,103351
96475,adj,93852
96475,adj,96478
96475,adj,96484
96478,adj,96475
96478,adj,96485
96478,adj,96486
96484,adj,93852
96484,adj,96475
96485,adj,96478
96485,adj,96486
96486,adj,96478
96486,adj,96485
96486,adj,112141
96486,adj,112727
96758,adj,96760
96758,adj,96761
96760,adj,96758
96760,adj,96761
96761,adj,96758
96761,adj,96760
96761,adj,102128
96761,adj,102129
97349,adj,95975
97349,adj,103351
98662,adj,99630
98662,adj,99631
98662,adj,99632
98666,adj,99629
98666,adj,99631
98668,adj,94159
98668,adj,98669
98668,adj,99628
98668,adj,99630
98669,adj,94159
98669,adj,98668
98669,adj,98670
98670,adj,94163
98670,adj,98669
98670,adj,102120
98671,adj,95970
98671,adj,98672
98672,adj,98671
98672,adj,99627
98672,adj,99628
98672,adj,99629
99627,adj,98672
99627,adj,99628
99627,adj,99629
99628,adj,98668
99628,adj,98672
99628,adj,99627
99628,adj,99629
99628,adj,99630
99629,adj,98666
99629,adj,98672
99629,adj,99627
99629,adj,99628
99629,adj,99631
99630,adj,98662
99630,adj,98668
99630,adj,99628
99630,adj,99631
99630,adj,99632
99631,adj,98662
99631,adj,98666
99631,adj,99629
99631,adj,99630
99631,adj,99632
99632,adj,98662
99632,adj,99630
99632,adj,99631
99880,adj,95072
99880,adj,95073
99880,adj,99881
99880,adj,99882
99881,adj,92697
99881,adj,95073
99881,adj,99880
99881,adj,99902
99882,adj,95072
99882,adj,99880
99882,adj,103763
99882,adj,111973
99882,adj,111974
99902,adj,92697
99902,adj,99881
99902,adj,99903
99902,adj,99906
99902,adj,99907
99903,adj,99902
99903,adj,99904
99903,adj,99905
99903,adj,99906
99903,adj,99907
99904,adj,99903
99904,adj,99905
99904,adj,111974
99904,adj,112728
99905,adj,95915
99905,adj,99903
99905,adj,99904
99905,adj,99910
99906,adj,99902
99906,adj,99903
99906,adj,99907
99907,adj,92695
99907,adj,99902
99907,adj,99903
99907,adj,99906
99907,adj,99909
99907,adj,99910
99909,adj,92695
99909,adj,99907
99909,adj,99910
99910,adj,92695
99910,adj,95915
99910,adj,99905
99910,adj,99907
99910,adj,99909
99953,adj,116100
101297,adj,101298
101297,adj,101299
101297,adj,101303
101297,adj,102122
101298,adj,93851
101298,adj,101297
101298,adj,101299
101298,adj,101300
101299,adj,101297
101299,adj,101298
101300,adj,93851
101300,adj,101298
101300,adj,101305
101300,adj,102122
101300,adj,102123
101301,adj,92900
101301,adj,101302
101301,adj,101303
101301,adj,102121
101302,adj,101301
101302,adj,101303
101302,adj,101304
101302,adj,101305
101303,adj,101297
101303,adj,101301
101303,adj,101302
101303,adj,102122
101304,adj,101302
101304,adj,101305
101304,adj,101306
101304,adj,101307
101305,adj,101300
101305,adj,101302
101305,adj,101304
101305,adj,102122
101305,adj,102123
101306,adj,101304
101306,adj,101307
101307,adj,101304
101307,adj,101306
102120,adj,94163
102120,adj,98670
102120,adj,111969
102121,adj,92883
102121,adj,92900
102121,adj,101301
102121,adj,102124
102122,adj,101297
102122,adj,101300
102122,adj,101303
102122,adj,101305
102122,adj,102123
102123,adj,101300
102123,adj,101305
102123,adj,102122
102124,adj,92883
102124,adj,102121
102124,adj,112671
102128,adj,96761
102128,adj,102129
102129,adj,96761
102129,adj,102128
102129,adj,111973
102129,adj,116157
102134,adj,102137
102134,adj,102138
102137,adj,102134
102137,adj,102138
102137,adj,116221
102137,adj,117189
102138,adj,92237
102138,adj,102134
102138,adj,102137
102138,adj,111380
103351,adj,95975
103351,adj,97349
103351,adj,112101
103351,adj,112102
103351,adj,112103
103763,adj,92241
103763,adj,99882
103763,adj,103764
103763,adj,111973
103763,adj,111974
103764,adj,92241
103764,adj,103763
103765,adj,92689
103765,adj,94164
103765,adj,95068
103765,adj,95070
104638,adj,116099
111369,adj,92692
111369,adj,111370
111369,adj,111969
111370,adj,111369
111370,adj,111969
111380,adj,92237
111380,adj,102138
111969,adj,102120
111969,adj,111369
111969,adj,111370
111973,adj,99882
111973,adj,102129
111973,adj,103763
111973,adj,111974
111973,adj,116157
111974,adj,99882
111974,adj,99904
111974,adj,103763
111974,adj,111973
111974,adj,112728
112101,adj,103351
112101,adj,112102
112101,adj,112103
112102,adj,103351
112102,adj,112101
112102,adj,112103
112103,adj,103351
112103,adj,112101
112103,adj,112102
112138,adj,112139
112138,adj,112140
112139,adj,112138
112139,adj,112140
112139,adj,112141
112139,adj,112142
112140,adj,112138
112140,adj,112139
112140,adj,112142
112141,adj,96486
112141,adj,112139
112141,adj,112142
112141,adj,112727
112142,adj,112139
112142,adj,112140
112142,adj,112141
112671,adj,102124
112727,adj,95075
112727,adj,96486
112727,adj,112141
112728,adj,99904
112728,adj,111974
116097,adj,90222
116097,adj,116098
116097,adj,116099
116098,adj,95969
116098,adj,116097
116098,adj,116099
116099,adj,104638
116099,adj,116097
116099,adj,116098
116100,adj,99953
116100,adj,116219
116157,adj,102129
116157,adj,111973
116219,adj,93220
116219,adj,116100
116220,adj,90226
116220,adj,92231
116220,adj,117189
116221,adj,95599
116221,adj,102137
116221,adj,117189
117189,adj,92231
117189,adj,102137
117189,adj,116220
117189,adj,116221
90217,4,住宿服务
90217,31,公司企业
90217,17,医疗服务
90217,1,教育服务
90217,19,生活服务
90217,39,购物服务
90217,34,餐饮服务
90222,1,其他信息
90222,1,生活服务
90226,1,住宿服务
90226,1,其他信息
90226,1,生活服务
90226,1,购物服务
92231,5,交通设施服务
92231,1,住宿服务
92231,13,其他信息
92231,3,医疗服务
92231,3,生活服务
92231,4,购物服务
92231,3,餐饮服务
92237,2,交通设施服务
92237,1,住宿服务
92237,9,公司企业
92237,14,其他信息
92237,1,医疗服务
92237,2,教育服务
92237,2,生活服务
92237,11,购物服务
92237,14,餐饮服务
92241,1,交通设施服务
92241,1,住宿服务
92241,1,公司企业
92241,7,其他信息
92241,2,医疗服务
92241,3,生活服务
92241,5,购物服务
92241,11,餐饮服务
92691,1,生活服务
92692,2,住宿服务
92692,7,其他信息
92692,4,医疗服务
92692,4,购物服务
92692,3,餐饮服务
92693,2,交通设施服务
92693,12,公司企业
92693,8,其他信息
92693,1,教育服务
92693,19,生活服务
92693,6,购物服务
92693,12,餐饮服务
92694,2,住宿服务
92694,2,公司企业
92694,1,其他信息
92694,3,餐饮服务
92696,1,交通设施服务
92696,2,住宿服务
92696,6,公司企业
92696,2,其他信息
92696,2,医疗服务
92696,2,生活服务
92696,3,购物服务
92696,7,餐饮服务
92856,1,住宿服务
92856,1,公司企业
92856,1,生活服务
92856,2,餐饮服务
92858,2,交通设施服务
92858,5,住宿服务
92858,10,公司企业
92858,1,医疗服务
92858,54,生活服务
92858,11,购物服务
92858,13,餐饮服务
93852,1,餐饮服务
95504,2,交通设施服务
95504,3,公司企业
95504,2,生活服务
95504,1,购物服务
95504,2,餐饮服务
95570,2,其他信息
95915,3,交通设施服务
95915,2,住宿服务
95915,2,公司企业
95915,5,其他信息
95915,2,医疗服务
95915,1,生活服务
95915,2,购物服务
95915,4,餐饮服务
95936,1,交通设施服务
95936,3,其他信息
95936,1,生活服务
95936,1,购物服务
95975,1,生活服务
95975,1,餐饮服务
97349,1,生活服务
98666,3,购物服务
98668,1,住宿服务
98668,1,餐饮服务
99627,4,住宿服务
99627,4,公司企业
99627,2,生活服务
99627,2,餐饮服务
99902,2,交通设施服务
99903,2,交通设施服务
99903,2,其他信息
99903,1,购物服务
99903,3,餐饮服务
99907,1,公司企业
99909,2,交通设施服务
99909,6,公司企业
99909,4,其他信息
99909,2,医疗服务
99909,1,教育服务
99909,7,生活服务
99909,4,购物服务
99909,8,餐饮服务
99910,1,交通设施服务
99910,1,其他信息
99910,1,餐饮服务
99953,12,交通设施服务
99953,10,住宿服务
99953,14,公司企业
99953,47,其他信息
99953,4,医疗服务
99953,6,生活服务
99953,9,购物服务
99953,19,餐饮服务
102134,4,交通设施服务
102134,3,住宿服务
102134,6,公司企业
102134,23,其他信息
102134,2,医疗服务
102134,4,生活服务
102134,5,购物服务
102134,5,餐饮服务
104638,1,交通设施服务
104638,1,住宿服务
104638,6,其他信息
104638,1,医疗服务
104638,1,生活服务
104638,1,购物服务
104638,1,餐饮服务
111369,1,其他信息
111370,5,其他信息
111370,1,医疗服务
111370,1,生活服务
111370,2,餐饮服务
111380,6,交通设施服务
111380,8,住宿服务
111380,15,公司企业
111380,36,其他信息
111380,5,医疗服务
111380,6,生活服务
111380,5,购物服务
111380,17,餐饮服务
111974,3,其他信息
112101,1,餐饮服务
112728,1,交通设施服务
112728,2,住宿服务
112728,5,其他信息
112728,2,生活服务
112728,2,餐饮服务
112746,1,公司企业
112746,3,生活服务
112746,2,餐饮服务
116097,1,公司企业
116097,3,购物服务
116220,1,医疗服务
90217,2015/1/1_0:00,Clear.
90217,2015/1/1_0:15,Haze.
90217,2015/1/1_0:30,Haze.
90217,2015/1/1_0:45,Haze.
90217,2015/1/1_10:00,Sunny.
90217,2015/1/1_10:15,Sunny.
90217,2015/1/1_10:30,Sunny.
90217,2015/1/1_10:45,Sunny.
90217,2015/1/1_11:00,Sunny.
90217,2015/1/1_11:15,Sunny.
90217,2015/1/1_11:30,Sunny.
90217,2015/1/1_11:45,Sunny.
90217,2015/1/1_12:00,Sunny.
90217,2015/1/1_12:15,Passing_clouds.
90217,2015/1/1_12:30,Passing_clouds.
90217,2015/1/1_12:45,Passing_clouds.
90217,2015/1/1_13:00,Passing_clouds.
90217,2015/1/1_13:15,Passing_clouds.
90217,2015/1/1_13:30,Passing_clouds.
90217,2015/1/1_13:45,Passing_clouds.
90217,2015/1/1_14:00,Passing_clouds.
90217,2015/1/1_14:15,Sunny.
90217,2015/1/1_14:30,Sunny.
90217,2015/1/1_14:45,Sunny.
90217,2015/1/1_15:00,Sunny.
90217,2015/1/1_15:15,Passing_clouds.
90217,2015/1/1_15:30,Passing_clouds.
90217,2015/1/1_15:45,Passing_clouds.
90217,2015/1/1_16:00,Passing_clouds.
90217,2015/1/1_16:15,Sunny.
90217,2015/1/1_16:30,Sunny.
90217,2015/1/1_16:45,Sunny.
90217,2015/1/1_17:00,Sunny.
90217,2015/1/1_17:15,Clear.
90217,2015/1/1_17:30,Clear.
90217,2015/1/1_17:45,Clear.
90217,2015/1/1_18:00,Clear.
90217,2015/1/1_18:15,Clear.
90217,2015/1/1_18:30,Clear.
90217,2015/1/1_18:45,Clear.
90217,2015/1/1_19:00,Clear.
90217,2015/1/1_19:15,Clear.
90217,2015/1/1_19:30,Clear.
90217,2015/1/1_19:45,Clear.
90217,2015/1/1_1:00,Haze.
90217,2015/1/1_1:15,Clear.
90217,2015/1/1_1:30,Clear.
90217,2015/1/1_1:45,Clear.
90217,2015/1/1_20:00,Clear.
90217,2015/1/1_20:15,Clear.
90217,2015/1/1_20:30,Clear.
90217,2015/1/1_20:45,Clear.
90217,2015/1/1_21:00,Clear.
90217,2015/1/1_21:15,Clear.
90217,2015/1/1_21:30,Clear.
90217,2015/1/1_21:45,Clear.
90217,2015/1/1_22:00,Clear.
90217,2015/1/1_22:15,Clear.
90217,2015/1/1_22:30,Clear.
90217,2015/1/1_22:45,Clear.
90217,2015/1/1_23:00,Clear.
90217,2015/1/1_23:15,Clear.
90217,2015/1/1_23:30,Clear.
90217,2015/1/1_23:45,Clear.
90217,2015/1/1_2:00,Clear.
90217,2015/1/1_2:15,Clear.
90217,2015/1/1_2:30,Clear.
90217,2015/1/1_2:45,Clear.
90217,2015/1/1_3:00,Clear.
90217,2015/1/1_3:15,Clear.
90217,2015/1/1_3:30,Clear.
90217,2015/1/1_3:45,Clear.
90217,2015/1/1_4:00,Clear.
90217,2015/1/1_4:15,Clear.
90217,2015/1/1_4:30,Clear.
90217,2015/1/1_4:45,Clear.
90217,2015/1/1_5:00,Clear.
90217,2015/1/1_5:15,Clear.
90217,2015/1/1_5:30,Clear.
90217,2015/1/1_5:45,Clear.
90217,2015/1/1_6:00,Clear.
90217,2015/1/1_6:15,Clear.
90217,2015/1/1_6:30,Clear.
90217,2015/1/1_6:45,Clear.
90217,2015/1/1_7:00,Clear.
90217,2015/1/1_7:15,Sunny.
90217,2015/1/1_7:30,Sunny.
90217,2015/1/1_7:45,Sunny.
90217,2015/1/1_8:00,Sunny.
90217,2015/1/1_8:15,Sunny.
90217,2015/1/1_8:30,Sunny.
90217,2015/1/1_8:45,Sunny.
90217,2015/1/1_9:00,Sunny.
90217,2015/1/1_9:15,Sunny.
90217,2015/1/1_9:30,Sunny.
90217,2015/1/1_9:45,Sunny.
90217,2015/1/10_0:00,Haze.
90217,2015/1/10_0:15,Haze.
90217,2015/1/10_0:30,Haze.
90217,2015/1/10_0:45,Haze.
90217,2015/1/10_10:00,Clear.
90217,2015/1/10_10:15,Clear.
90217,2015/1/10_10:30,Clear.
90217,2015/1/10_10:45,Clear.
90217,2015/1/10_11:00,Clear.
90217,2015/1/10_11:15,Clear.
90217,2015/1/10_11:30,Clear.
90217,2015/1/10_11:45,Clear.
90217,2015/1/10_12:00,Clear.
90217,2015/1/10_12:15,Clear.
90217,2015/1/10_12:30,Clear.
90217,2015/1/10_12:45,Clear.
90217,2015/1/10_13:00,Clear.
90217,2015/1/10_13:15,Clear.
90217,2015/1/10_13:30,Clear.
90217,2015/1/10_13:45,Clear.
90217,2015/1/10_14:00,Clear.
90217,2015/1/10_14:15,Clear.
90217,2015/1/10_14:30,Clear.
90217,2015/1/10_14:45,Clear.
90217,2015/1/10_15:00,Clear.
90217,2015/1/10_15:15,Clear.
90217,2015/1/10_15:30,Clear.
90217,2015/1/10_15:45,Clear.
90217,2015/1/10_16:00,Clear.
90217,2015/1/10_16:15,Clear.
90217,2015/1/10_16:30,Clear.
90217,2015/1/10_16:45,Clear.
90217,2015/1/10_17:00,Clear.
90217,2015/1/10_17:15,Clear.
90217,2015/1/10_17:30,Clear.
90217,2015/1/10_17:45,Clear.
90217,2015/1/10_18:00,Clear.
90217,2015/1/10_18:15,Clear.
90217,2015/1/10_18:30,Clear.
90217,2015/1/10_18:45,Clear.
90217,2015/1/10_19:00,Clear.
90217,2015/1/10_19:15,Clear.
90217,2015/1/10_19:30,Clear.
90217,2015/1/10_19:45,Clear.
90217,2015/1/10_1:00,Haze.
90217,2015/1/10_1:15,Haze.
90217,2015/1/10_1:30,Haze.
90217,2015/1/10_1:45,Haze.
90217,2015/1/10_20:00,Clear.
90217,2015/1/10_20:15,Clear.
90217,2015/1/10_20:30,Clear.
90217,2015/1/10_20:45,Clear.
90217,2015/1/10_21:00,Clear.
90217,2015/1/10_21:15,Clear.
90217,2015/1/10_21:30,Clear.
90217,2015/1/10_21:45,Clear.
90217,2015/1/10_22:00,Clear.
90217,2015/1/10_22:15,Haze.
90217,2015/1/10_22:30,Haze.
90217,2015/1/10_22:45,Haze.
90217,2015/1/10_23:00,Haze.
90217,2015/1/10_23:15,Haze.
90217,2015/1/10_23:30,Haze.
90217,2015/1/10_23:45,Haze.
90217,2015/1/10_2:00,Haze.
90217,2015/1/10_2:15,Haze.
90217,2015/1/10_2:30,Haze.
90217,2015/1/10_2:45,Haze.
90217,2015/1/10_3:00,Haze.
90217,2015/1/10_3:15,Haze.
90217,2015/1/10_3:30,Haze.
90217,2015/1/10_3:45,Haze.
90217,2015/1/10_4:00,Haze.
90217,2015/1/10_4:15,Haze.
90217,2015/1/10_4:30,Haze.
90217,2015/1/10_4:45,Haze.
90217,2015/1/10_5:00,Haze.
90217,2015/1/10_5:15,Haze.
90217,2015/1/10_5:30,Haze.
90217,2015/1/10_5:45,Haze.
90217,2015/1/10_6:00,Haze.
90217,2015/1/10_6:15,Haze.
90217,2015/1/10_6:30,Haze.
90217,2015/1/10_6:45,Haze.
90217,2015/1/10_7:00,Haze.
90217,2015/1/10_7:15,Clear.
90217,2015/1/10_7:30,Clear.
90217,2015/1/10_7:45,Clear.
90217,2015/1/10_8:00,Clear.
90217,2015/1/10_8:15,Clear.
90217,2015/1/10_8:30,Clear.
90217,2015/1/10_8:45,Clear.
90217,2015/1/10_9:00,Clear.
90217,2015/1/10_9:15,Clear.
90217,2015/1/10_9:30,Clear.
90217,2015/1/10_9:45,Clear.
90217,2015/1/11_0:00,Haze.
90217,2015/1/11_0:15,Haze.
90217,2015/1/11_0:30,Haze.
90217,2015/1/11_0:45,Haze.
90217,2015/1/11_10:00,Haze.
90217,2015/1/11_10:15,Haze.
90217,2015/1/11_10:30,Haze.
90217,2015/1/11_10:45,Haze.
90217,2015/1/11_11:00,Haze.
90217,2015/1/11_11:15,Haze.
90217,2015/1/11_11:30,Haze.
90217,2015/1/11_11:45,Haze.
90217,2015/1/11_12:00,Haze.
90217,2015/1/11_12:15,Haze.
90217,2015/1/11_12:30,Haze.
90217,2015/1/11_12:45,Haze.
90217,2015/1/11_13:00,Haze.
90217,2015/1/11_13:15,Haze.
90217,2015/1/11_13:30,Haze.
90217,2015/1/11_13:45,Haze.
90217,2015/1/11_14:00,Haze.
90217,2015/1/11_14:15,Haze.
90217,2015/1/11_14:30,Haze.
90217,2015/1/11_14:45,Haze.
90217,2015/1/11_15:00,Haze.
90217,2015/1/11_15:15,Haze.
90217,2015/1/11_15:30,Haze.
90217,2015/1/11_15:45,Haze.
90217,2015/1/11_16:00,Haze.
90217,2015/1/11_16:15,Clear.
90217,2015/1/11_16:30,Clear.
90217,2015/1/11_16:45,Clear.
90217,2015/1/11_17:00,Clear.
90217,2015/1/11_17:15,Haze.
90217,2015/1/11_17:30,Haze.
90217,2015/1/11_17:45,Haze.
90217,2015/1/11_18:00,Haze.
90217,2015/1/11_18:15,Haze.
90217,2015/1/11_18:30,Haze.
90217,2015/1/11_18:45,Haze.
90217,2015/1/11_19:00,Haze.
90217,2015/1/11_19:15,Haze.
90217,2015/1/11_19:30,Haze.
90217,2015/1/11_19:45,Haze.
90217,2015/1/11_1:00,Haze.
90217,2015/1/11_1:15,Haze.
90217,2015/1/11_1:30,Haze.
90217,2015/1/11_1:45,Haze.
90217,2015/1/11_20:00,Haze.
90217,2015/1/11_20:15,Clear.
90217,2015/1/11_20:30,Clear.
90217,2015/1/11_20:45,Clear.
90217,2015/1/11_21:00,Clear.
90217,2015/1/11_21:15,Clear.
90217,2015/1/11_21:30,Clear.
90217,2015/1/11_21:45,Clear.
90217,2015/1/11_22:00,Clear.
90217,2015/1/11_22:15,Passing_clouds.
90217,2015/1/11_22:30,Passing_clouds.
90217,2015/1/11_22:45,Passing_clouds.
90217,2015/1/11_23:00,Passing_clouds.
90217,2015/1/11_23:15,Passing_clouds.
90217,2015/1/11_23:30,Passing_clouds.
90217,2015/1/11_23:45,Passing_clouds.
90217,2015/1/11_2:00,Haze.
90217,2015/1/11_2:15,Sprinkles._Passing_clouds.
90217,2015/1/11_2:30,Sprinkles._Passing_clouds.
90217,2015/1/11_2:45,Sprinkles._Passing_clouds.
90217,2015/1/11_3:00,Sprinkles._Passing_clouds.
90217,2015/1/11_3:15,Haze.
90217,2015/1/11_3:30,Haze.
90217,2015/1/11_3:45,Haze.
90217,2015/1/11_4:00,Haze.
90217,2015/1/11_4:15,Haze.
90217,2015/1/11_4:30,Haze.
90217,2015/1/11_4:45,Haze.
90217,2015/1/11_5:00,Haze.
90217,2015/1/11_5:15,Haze.
90217,2015/1/11_5:30,Haze.
90217,2015/1/11_5:45,Haze.
90217,2015/1/11_6:00,Haze.
90217,2015/1/11_6:15,Light_rain._Passing_clouds.
90217,2015/1/11_6:30,Light_rain._Passing_clouds.
90217,2015/1/11_6:45,Light_rain._Passing_clouds.
90217,2015/1/11_7:00,Light_rain._Passing_clouds.
90217,2015/1/11_7:15,Light_rain._Fog.
90217,2015/1/11_7:30,Light_rain._Fog.
90217,2015/1/11_7:45,Light_rain._Fog.
90217,2015/1/11_8:00,Light_rain._Fog.
90217,2015/1/11_8:15,Fog.
90217,2015/1/11_8:30,Fog.
90217,2015/1/11_8:45,Fog.
90217,2015/1/11_9:00,Fog.
90217,2015/1/11_9:15,Haze.
90217,2015/1/11_9:30,Haze.
90217,2015/1/11_9:45,Haze.
90217,2015/1/12_0:00,Passing_clouds.
90217,2015/1/12_0:15,Passing_clouds.
90217,2015/1/12_0:30,Passing_clouds.
90217,2015/1/12_0:45,Passing_clouds.
90217,2015/1/12_10:00,Light_rain._Mostly_cloudy.
90217,2015/1/12_10:15,Light_rain._Fog.
90217,2015/1/12_10:30,Light_rain._Fog.
90217,2015/1/12_10:45,Light_rain._Fog.
90217,2015/1/12_11:00,Light_rain._Fog.
90217,2015/1/12_11:15,Rain._Mostly_cloudy.
90217,2015/1/12_11:30,Rain._Mostly_cloudy.
90217,2015/1/12_11:45,Rain._Mostly_cloudy.
90217,2015/1/12_12:00,Rain._Mostly_cloudy.
90217,2015/1/12_12:15,Rain._Mostly_cloudy.
90217,2015/1/12_12:30,Rain._Mostly_cloudy.
90217,2015/1/12_12:45,Rain._Mostly_cloudy.
90217,2015/1/12_13:00,Rain._Mostly_cloudy.
90217,2015/1/12_13:15,Rain._Mostly_cloudy.
90217,2015/1/12_13:30,Rain._Mostly_cloudy.
90217,2015/1/12_13:45,Rain._Mostly_cloudy.
90217,2015/1/12_14:00,Rain._Mostly_cloudy.
90217,2015/1/12_14:15,Rain._Mostly_cloudy.
90217,2015/1/12_14:30,Rain._Mostly_cloudy.
90217,2015/1/12_14:45,Rain._Mostly_cloudy.
90217,2015/1/12_15:00,Rain._Mostly_cloudy.
90217,2015/1/12_15:15,Rain._Mostly_cloudy.
90217,2015/1/12_15:30,Rain._Mostly_cloudy.
90217,2015/1/12_15:45,Rain._Mostly_cloudy.
90217,2015/1/12_16:00,Rain._Mostly_cloudy.
90217,2015/1/12_16:15,Light_rain._Mostly_cloudy.
90217,2015/1/12_16:30,Light_rain._Mostly_cloudy.
90217,2015/1/12_16:45,Light_rain._Mostly_cloudy.
90217,2015/1/12_17:00,Light_rain._Mostly_cloudy.
90217,2015/1/12_17:15,Light_rain._Mostly_cloudy.
90217,2015/1/12_17:30,Light_rain._Mostly_cloudy.
90217,2015/1/12_17:45,Light_rain._Mostly_cloudy.
90217,2015/1/12_18:00,Light_rain._Mostly_cloudy.
90217,2015/1/12_18:15,Light_rain._Mostly_cloudy.
90217,2015/1/12_18:30,Light_rain._Mostly_cloudy.
90217,2015/1/12_18:45,Light_rain._Mostly_cloudy.
90217,2015/1/12_19:00,Light_rain._Mostly_cloudy.
90217,2015/1/12_19:15,Light_rain._Mostly_cloudy.
90217,2015/1/12_19:30,Light_rain._Mostly_cloudy.
90217,2015/1/12_19:45,Light_rain._Mostly_cloudy.
90217,2015/1/12_1:00,Passing_clouds.
90217,2015/1/12_1:15,Passing_clouds.
90217,2015/1/12_1:30,Passing_clouds.
90217,2015/1/12_1:45,Passing_clouds.
90217,2015/1/12_20:00,Light_rain._Mostly_cloudy.
90217,2015/1/12_20:15,Light_rain._Mostly_cloudy.
90217,2015/1/12_20:30,Light_rain._Mostly_cloudy.
90217,2015/1/12_20:45,Light_rain._Mostly_cloudy.
90217,2015/1/12_21:00,Light_rain._Mostly_cloudy.
90217,2015/1/12_21:15,Light_rain._Passing_clouds.
90217,2015/1/12_21:30,Light_rain._Passing_clouds.
90217,2015/1/12_21:45,Light_rain._Passing_clouds.
90217,2015/1/12_22:00,Light_rain._Passing_clouds.
90217,2015/1/12_22:15,Light_rain._Passing_clouds.
90217,2015/1/12_22:30,Light_rain._Passing_clouds.
90217,2015/1/12_22:45,Light_rain._Passing_clouds.
